CustomerID,min_recency,max_recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,Segmented
15442,248.0,248.0,1,594.0,4,4,3,443,Need More Treatment
15443,1.0,320.0,7,3189.739999999999,1,1,1,111,Best Customer
15444,9.0,40.0,2,1411.21,1,3,2,132,Need More Treatment
15445,264.0,264.0,1,113.5,4,4,4,444,Lost Cheap Customer
15447,330.0,330.0,1,155.17,4,4,4,444,Lost Cheap Customer
15448,312.0,312.0,1,494.64000000000004,4,4,3,443,Need More Treatment
15449,26.0,261.0,3,971.2199999999998,2,2,2,222,Normal Customer
15450,30.0,30.0,1,429.84,2,4,3,243,Need More Treatment
15452,29.0,264.0,3,528.4799999999999,2,2,3,223,Potential Customer
15453,1.0,187.0,7,1371.7699999999998,1,1,2,112,Need More Treatment
15454,362.0,362.0,1,179.10000000000002,4,4,4,444,Lost Cheap Customer
15456,283.0,359.0,3,434.59000000000003,4,2,3,423,Potential Customer
15457,262.0,262.0,1,237.07000000000002,4,4,4,444,Lost Cheap Customer
15458,25.0,25.0,1,161.64,2,4,4,244,Need More Treatment
15460,354.0,354.0,1,214.26,4,4,4,444,Lost Cheap Customer
15462,94.0,187.0,3,234.60000000000002,3,2,4,324,Potential Customer
15463,29.0,29.0,1,126.14,2,4,4,244,Need More Treatment
15464,338.0,338.0,1,1044.6500000000005,4,4,2,442,Need More Treatment
15465,19.0,369.0,18,7354.620000000001,2,1,1,211,Potential Big Spender
15466,85.0,85.0,1,334.53000000000014,3,4,3,343,Need More Treatment
15467,9.0,152.0,3,511.87999999999994,1,2,3,123,Potential Customer
15468,51.0,51.0,2,439.70999999999987,3,3,3,333,Need More Treatment
15469,50.0,120.0,2,504.5,2,3,3,233,Need More Treatment
15471,2.0,2.0,1,454.47999999999985,1,4,3,143,Need More Treatment
15472,113.0,113.0,1,371.56,3,4,3,343,Need More Treatment
15473,14.0,60.0,7,1771.2,1,1,1,111,Best Customer
15475,77.0,77.0,1,454.10999999999984,3,4,3,343,Need More Treatment
15478,40.0,56.0,2,1399.92,2,3,2,232,Need More Treatment
15480,116.0,116.0,1,905.5,3,4,2,342,Need More Treatment
15482,15.0,358.0,11,9830.92,1,1,1,111,Best Customer
15483,161.0,266.0,4,225.26000000000005,4,2,4,424,Potential Customer
15484,1.0,78.0,4,3590.41,1,2,1,121,Potential Big Spender
15485,30.0,373.0,3,2564.5,2,2,1,221,Potential Big Spender
15488,92.0,92.0,1,91.32000000000001,3,4,4,344,Need More Treatment
15489,22.0,211.0,3,1090.03,2,2,2,222,Normal Customer
15491,95.0,235.0,6,3090.85,3,1,1,311,Almost Lost Customer
15492,28.0,74.0,2,659.4599999999999,2,3,2,232,Need More Treatment
15493,32.0,270.0,5,1940.6599999999996,2,2,1,221,Potential Big Spender
15494,21.0,121.0,2,1280.5800000000004,2,3,2,232,Need More Treatment
15497,17.0,319.0,2,1259.7,1,3,2,132,Need More Treatment
15498,2.0,366.0,27,13265.3,1,1,1,111,Best Customer
15500,8.0,81.0,4,1131.56,1,2,2,122,Potential Customer
15502,15.0,369.0,10,5949.700000000002,1,1,1,111,Best Customer
15503,362.0,362.0,1,141.04,4,4,4,444,Lost Cheap Customer
15504,81.0,81.0,1,52.83000000000001,3,4,4,344,Need More Treatment
15505,52.0,155.0,5,3497.1400000000003,3,2,1,321,Potential Big Spender
15506,22.0,138.0,3,972.0799999999999,2,2,2,222,Normal Customer
15507,171.0,171.0,1,475.85999999999996,4,4,3,443,Need More Treatment
15508,189.0,235.0,6,1000.27,4,1,2,412,Need More Treatment
15510,330.0,330.0,1,250.0,4,4,4,444,Lost Cheap Customer
15511,11.0,85.0,5,900.53,1,2,2,122,Potential Customer
15512,155.0,359.0,2,121.0,4,3,4,434,Need More Treatment
15513,33.0,373.0,19,14554.73,2,1,1,211,Potential Big Spender
15514,12.0,364.0,11,3249.37,1,1,1,111,Best Customer
15516,44.0,46.0,3,62.43,2,2,4,224,Potential Customer
15517,233.0,233.0,1,267.03000000000003,4,4,4,444,Lost Cheap Customer
15518,64.0,332.0,8,1902.35,3,1,1,311,Almost Lost Customer
15520,1.0,1.0,1,343.49999999999994,1,4,3,143,Need More Treatment
15521,40.0,254.0,8,2983.600000000001,2,1,1,211,Potential Big Spender
15522,32.0,87.0,2,397.99,2,3,3,233,Need More Treatment
15523,84.0,84.0,1,412.00999999999993,3,4,3,343,Need More Treatment
15524,24.0,24.0,1,440.0,2,4,3,243,Need More Treatment
15525,2.0,373.0,3,716.97,1,2,2,122,Potential Customer
15526,33.0,33.0,2,148.44,2,3,4,234,Need More Treatment
15527,18.0,354.0,8,2411.6800000000003,2,1,1,211,Potential Big Spender
15528,254.0,254.0,1,229.32999999999993,4,4,4,444,Lost Cheap Customer
15529,22.0,366.0,11,3957.5,2,1,1,211,Potential Big Spender
15530,21.0,246.0,4,1497.31,2,2,2,222,Normal Customer
15531,8.0,30.0,2,1972.3900000000006,1,3,1,131,Potential Big Spender
15532,25.0,358.0,4,1517.1299999999997,2,2,2,222,Normal Customer
15533,19.0,89.0,3,754.1199999999999,2,2,2,222,Normal Customer
15535,173.0,327.0,4,451.8999999999999,4,2,3,423,Potential Customer
15537,163.0,163.0,1,110.92000000000003,4,4,4,444,Lost Cheap Customer
15539,7.0,7.0,1,538.46,1,4,3,143,Need More Treatment
15540,11.0,11.0,1,213.30000000000004,1,4,4,144,Need More Treatment
15541,114.0,114.0,1,85.13000000000002,3,4,4,344,Need More Treatment
15543,288.0,288.0,1,127.85999999999999,4,4,4,444,Lost Cheap Customer
15544,9.0,372.0,9,3546.7099999999996,1,1,1,111,Best Customer
15545,54.0,371.0,2,288.97,3,3,4,334,Need More Treatment
15547,7.0,362.0,14,4910.599999999999,1,1,1,111,Best Customer
15549,77.0,316.0,3,1640.2099999999998,3,2,1,321,Potential Big Spender
15550,4.0,301.0,4,575.63,1,2,3,123,Potential Customer
15551,36.0,36.0,1,436.05999999999995,2,4,3,243,Need More Treatment
15552,217.0,217.0,1,90.12,4,4,4,444,Lost Cheap Customer
15553,60.0,60.0,1,428.9299999999999,3,4,3,343,Need More Treatment
15554,277.0,277.0,1,217.2,4,4,4,444,Lost Cheap Customer
15555,12.0,369.0,16,4772.099999999999,1,1,1,111,Best Customer
15556,24.0,24.0,1,279.77,2,4,4,244,Need More Treatment
15557,28.0,28.0,1,468.90999999999997,2,4,3,243,Need More Treatment
15561,11.0,215.0,4,722.74,1,2,2,122,Potential Customer
15562,351.0,351.0,1,134.55,4,4,4,444,Lost Cheap Customer
15563,22.0,358.0,3,1310.6900000000003,2,2,2,222,Normal Customer
15565,50.0,70.0,2,173.16000000000003,2,3,4,234,Need More Treatment
15567,18.0,18.0,1,186.01000000000002,2,4,4,244,Need More Treatment
15568,2.0,73.0,3,758.29,1,2,2,122,Potential Customer
15569,103.0,332.0,5,1375.7099999999998,3,2,2,322,Potential Customer
15570,7.0,369.0,12,4137.42,1,1,1,111,Best Customer
15571,11.0,78.0,4,650.4300000000001,1,2,3,123,Potential Customer
15572,4.0,278.0,7,2533.42,1,1,1,111,Best Customer
15573,31.0,85.0,2,583.24,2,3,3,233,Need More Treatment
15574,177.0,372.0,4,675.64,4,2,2,422,Potential Customer
15576,37.0,37.0,1,921.3700000000002,2,4,2,242,Need More Treatment
15577,151.0,305.0,3,258.88,4,2,4,424,Potential Customer
15578,162.0,162.0,1,127.1,4,4,4,444,Lost Cheap Customer
15579,68.0,313.0,2,327.6,3,3,3,333,Need More Treatment
15581,156.0,366.0,10,717.4300000000001,4,1,2,412,Need More Treatment
15582,24.0,220.0,3,682.9100000000001,2,2,2,222,Normal Customer
15584,23.0,162.0,4,712.3599999999999,2,2,2,222,Normal Customer
15585,176.0,176.0,1,455.30000000000007,4,4,3,443,Need More Treatment
15587,50.0,351.0,4,913.6800000000001,2,2,2,222,Normal Customer
15589,255.0,310.0,3,456.58,4,2,3,423,Potential Customer
15592,46.0,46.0,1,388.58,2,4,3,243,Need More Treatment
15593,70.0,70.0,1,199.8,3,4,4,344,Need More Treatment
15594,15.0,234.0,5,1767.5299999999997,1,2,1,121,Potential Big Spender
15596,100.0,365.0,5,1376.19,3,2,2,322,Potential Customer
15597,35.0,35.0,1,315.71999999999997,2,4,3,243,Need More Treatment
15598,53.0,53.0,1,238.18,3,4,4,344,Need More Treatment
15599,26.0,204.0,2,761.74,2,3,2,232,Need More Treatment
15601,11.0,372.0,14,6752.56,1,1,1,111,Best Customer
15602,8.0,368.0,9,1175.12,1,1,2,112,Need More Treatment
15603,78.0,78.0,1,48.480000000000004,3,4,4,344,Need More Treatment
15604,52.0,52.0,1,216.39000000000001,3,4,4,344,Need More Treatment
15605,36.0,373.0,5,1198.23,2,2,2,222,Normal Customer
15606,61.0,324.0,9,2823.41,3,1,1,311,Almost Lost Customer
15607,336.0,336.0,1,104.76,4,4,4,444,Lost Cheap Customer
15608,28.0,120.0,4,1093.68,2,2,2,222,Normal Customer
15609,184.0,184.0,1,270.03000000000003,4,4,4,444,Lost Cheap Customer
15610,51.0,51.0,1,112.46,3,4,4,344,Need More Treatment
15611,9.0,334.0,11,1554.5500000000002,1,1,2,112,Need More Treatment
15612,36.0,61.0,2,195.15,2,3,4,234,Need More Treatment
15615,10.0,359.0,23,10389.29,1,1,1,111,Best Customer
15618,32.0,136.0,4,747.03,2,2,2,222,Normal Customer
15619,10.0,10.0,1,336.40000000000003,1,4,3,143,Need More Treatment
15620,56.0,358.0,3,1523.0799999999997,3,2,2,322,Potential Customer
15621,4.0,21.0,4,1293.03,1,2,2,122,Potential Customer
15622,43.0,282.0,9,3248.33,2,1,1,211,Potential Big Spender
15623,141.0,141.0,1,301.03,3,4,3,343,Need More Treatment
15624,116.0,256.0,4,588.13,3,2,3,323,Potential Customer
15625,103.0,235.0,4,1534.2600000000002,3,2,2,322,Potential Customer
15626,74.0,329.0,2,675.8,3,3,2,332,Need More Treatment
15628,4.0,366.0,9,2867.34,1,1,1,111,Best Customer
15630,45.0,204.0,2,1180.4,2,3,2,232,Need More Treatment
15632,15.0,274.0,8,3225.2599999999998,1,1,1,111,Best Customer
15634,17.0,17.0,1,243.55,1,4,4,144,Need More Treatment
15636,89.0,282.0,2,724.76,3,3,2,332,Need More Treatment
15637,52.0,52.0,1,223.36,3,4,4,344,Need More Treatment
15639,134.0,134.0,1,425.31999999999994,3,4,3,343,Need More Treatment
15640,4.0,372.0,15,12375.640000000003,1,1,1,111,Best Customer
15641,105.0,359.0,4,1887.1999999999998,3,2,1,321,Potential Big Spender
15643,191.0,282.0,3,655.7,4,2,2,422,Potential Customer
15644,166.0,261.0,4,803.54,4,2,2,422,Potential Customer
15645,18.0,18.0,1,611.5899999999997,2,4,3,243,Need More Treatment
15646,157.0,372.0,3,425.14,4,2,3,423,Potential Customer
15648,204.0,267.0,2,584.75,4,3,3,433,Need More Treatment
15649,336.0,367.0,2,816.0,4,3,2,432,Need More Treatment
15651,36.0,260.0,3,646.3000000000001,2,2,3,223,Potential Customer
15652,91.0,91.0,1,337.74,3,4,3,343,Need More Treatment
15653,92.0,115.0,2,877.4399999999999,3,3,2,332,Need More Treatment
15654,9.0,26.0,2,922.5300000000002,1,3,2,132,Need More Treatment
15655,243.0,243.0,1,511.32000000000005,4,4,3,443,Need More Treatment
15656,45.0,284.0,4,748.5000000000001,2,2,2,222,Normal Customer
15657,22.0,22.0,1,30.0,2,4,4,244,Need More Treatment
15658,190.0,372.0,5,992.9000000000001,4,2,2,422,Potential Customer
15659,43.0,43.0,1,306.45000000000005,2,4,3,243,Need More Treatment
15660,25.0,365.0,9,1560.01,2,1,2,212,Potential Customer
15661,317.0,338.0,2,309.79999999999995,4,3,3,433,Need More Treatment
15663,106.0,106.0,1,138.14000000000001,3,4,4,344,Need More Treatment
15664,50.0,50.0,1,386.43,2,4,3,243,Need More Treatment
15665,168.0,243.0,2,2222.2100000000005,4,3,1,431,Potential Big Spender
15667,39.0,39.0,1,301.32000000000005,2,4,3,243,Need More Treatment
15668,217.0,217.0,1,76.32000000000001,4,4,4,444,Lost Cheap Customer
15669,40.0,263.0,4,677.69,2,2,2,222,Normal Customer
15670,296.0,296.0,1,173.05,4,4,4,444,Lost Cheap Customer
15671,18.0,270.0,7,2643.9900000000002,2,1,1,211,Potential Big Spender
15673,88.0,327.0,4,2726.2300000000005,3,2,1,321,Potential Big Spender
15674,73.0,254.0,4,1756.7699999999998,3,2,1,321,Potential Big Spender
15675,81.0,280.0,3,323.69,3,2,3,323,Potential Customer
15676,18.0,283.0,3,3324.939999999999,2,2,1,221,Potential Big Spender
15677,49.0,49.0,1,657.23,2,4,2,242,Need More Treatment
15678,52.0,52.0,1,352.70000000000005,3,4,3,343,Need More Treatment
15679,24.0,182.0,4,781.2799999999999,2,2,2,222,Normal Customer
15680,9.0,366.0,3,1333.6799999999998,1,2,2,122,Potential Customer
15681,25.0,280.0,5,1189.5,2,2,2,222,Normal Customer
15683,117.0,117.0,1,193.75,3,4,4,344,Need More Treatment
15687,8.0,330.0,9,2981.5,1,1,1,111,Best Customer
15689,119.0,361.0,2,254.1,3,3,4,334,Need More Treatment
15690,4.0,100.0,2,239.76,1,3,4,134,Need More Treatment
15691,252.0,252.0,1,136.8,4,4,4,444,Lost Cheap Customer
15692,28.0,28.0,1,191.04000000000002,2,4,4,244,Need More Treatment
15694,0.0,372.0,13,6408.6,1,1,1,111,Best Customer
15695,266.0,266.0,2,409.9800000000001,4,3,3,433,Need More Treatment
15696,33.0,326.0,8,2622.06,2,1,1,211,Potential Big Spender
15699,17.0,17.0,1,309.6499999999999,1,4,3,143,Need More Treatment
15700,172.0,173.0,2,667.7799999999996,4,3,2,432,Need More Treatment
15701,2.0,110.0,4,1529.0,1,2,2,122,Potential Customer
15703,264.0,264.0,1,211.5,4,4,4,444,Lost Cheap Customer
15704,140.0,215.0,4,2293.62,3,2,1,321,Potential Big Spender
15705,201.0,201.0,1,143.10000000000002,4,4,4,444,Lost Cheap Customer
15706,63.0,116.0,4,1001.8100000000001,3,2,2,322,Potential Customer
15707,35.0,86.0,4,916.98,2,2,2,222,Normal Customer
15708,40.0,369.0,7,3220.7000000000003,2,1,1,211,Potential Big Spender
15709,283.0,283.0,1,133.25,4,4,4,444,Lost Cheap Customer
15712,9.0,287.0,5,1072.36,1,2,2,122,Potential Customer
15713,143.0,366.0,2,346.75,4,3,3,433,Need More Treatment
15714,11.0,77.0,2,330.03,1,3,3,133,Need More Treatment
15716,145.0,369.0,4,1101.11,4,2,2,422,Potential Customer
15717,234.0,234.0,1,150.3,4,4,4,444,Lost Cheap Customer
15719,32.0,337.0,13,5028.419999999998,2,1,1,211,Potential Big Spender
15720,24.0,24.0,1,598.7300000000001,2,4,3,243,Need More Treatment
15721,11.0,11.0,1,471.3999999999999,1,4,3,143,Need More Treatment
15722,35.0,290.0,5,2205.3100000000004,2,2,1,221,Potential Big Spender
15723,364.0,364.0,1,190.70000000000005,4,4,4,444,Lost Cheap Customer
15724,201.0,284.0,2,212.3,4,3,4,434,Need More Treatment
15725,15.0,15.0,1,415.2500000000001,1,4,3,143,Need More Treatment
15727,16.0,359.0,7,5159.0599999999995,1,1,1,111,Best Customer
15729,212.0,212.0,1,62.0,4,4,4,444,Lost Cheap Customer
15730,65.0,206.0,3,1108.38,3,2,2,322,Potential Customer
15732,212.0,372.0,2,294.12,4,3,4,434,Need More Treatment
15733,282.0,282.0,1,162.3,4,4,4,444,Lost Cheap Customer
15734,114.0,200.0,2,1339.4500000000003,3,3,2,332,Need More Treatment
15737,14.0,242.0,8,1153.2099999999998,1,1,2,112,Need More Treatment
15738,18.0,372.0,16,4801.969999999999,2,1,1,211,Potential Big Spender
15739,66.0,66.0,1,449.12000000000006,3,4,3,343,Need More Treatment
15740,49.0,49.0,1,154.88000000000002,2,4,4,244,Need More Treatment
15743,16.0,184.0,4,775.9600000000002,1,2,2,122,Potential Customer
15744,77.0,77.0,1,34.8,3,4,4,344,Need More Treatment
15745,19.0,236.0,4,1071.24,2,2,2,222,Normal Customer
15746,134.0,134.0,1,182.96,3,4,4,344,Need More Treatment
15747,12.0,172.0,3,946.6400000000002,1,2,2,122,Potential Customer
15748,40.0,40.0,1,144.35999999999996,2,4,4,244,Need More Treatment
15749,235.0,332.0,3,24850.9,4,2,1,421,Potential Big Spender
15750,2.0,366.0,8,2457.2,1,1,1,111,Best Customer
15752,39.0,372.0,7,2626.6,2,1,1,211,Potential Big Spender
15753,304.0,304.0,1,79.2,4,4,4,444,Lost Cheap Customer
15754,51.0,246.0,3,458.56999999999994,3,2,3,323,Potential Customer
15755,10.0,294.0,6,2336.23,1,1,1,111,Best Customer
15756,61.0,249.0,4,528.0100000000002,3,2,3,323,Potential Customer
15757,65.0,217.0,2,714.42,3,3,2,332,Need More Treatment
15758,24.0,24.0,1,205.25,2,4,4,244,Need More Treatment
15759,218.0,358.0,3,253.04000000000002,4,2,4,424,Potential Customer
15762,65.0,77.0,2,583.75,3,3,3,333,Need More Treatment
15763,31.0,77.0,2,1048.6699999999998,2,3,2,232,Need More Treatment
15764,88.0,276.0,6,3253.0699999999997,3,1,1,311,Almost Lost Customer
15766,64.0,64.0,1,315.05999999999995,3,4,3,343,Need More Treatment
15768,115.0,225.0,3,621.8299999999999,3,2,3,323,Potential Customer
15769,7.0,371.0,26,53532.92,1,1,1,111,Best Customer
15773,5.0,5.0,1,635.6800000000001,1,4,3,143,Need More Treatment
15774,68.0,68.0,1,270.8,3,4,4,344,Need More Treatment
15775,245.0,245.0,1,104.9,4,4,4,444,Lost Cheap Customer
15776,133.0,133.0,1,241.62000000000003,3,4,4,344,Need More Treatment
15777,241.0,361.0,4,1021.6099999999999,4,2,2,422,Potential Customer
15780,183.0,357.0,3,475.28,4,2,3,423,Potential Customer
15781,25.0,305.0,3,333.56,2,2,3,223,Potential Customer
15782,9.0,89.0,3,2593.94,1,2,1,121,Potential Big Spender
15783,10.0,10.0,1,246.3,1,4,4,144,Need More Treatment
15785,32.0,295.0,5,2310.9500000000003,2,2,1,221,Potential Big Spender
15786,46.0,114.0,3,4821.000000000002,2,2,1,221,Potential Big Spender
15787,26.0,61.0,3,933.26,2,2,2,222,Normal Customer
15789,358.0,358.0,1,351.3,4,4,3,443,Need More Treatment
15790,10.0,10.0,1,218.74999999999997,1,4,4,144,Need More Treatment
15791,43.0,204.0,2,1604.4400000000003,2,3,2,232,Need More Treatment
15793,14.0,268.0,3,948.96,1,2,2,122,Potential Customer
15795,149.0,149.0,1,610.0100000000001,4,4,3,443,Need More Treatment
15796,1.0,302.0,8,2704.66,1,1,1,111,Best Customer
15797,113.0,304.0,3,2192.4,3,2,1,321,Potential Big Spender
15799,75.0,334.0,3,884.1400000000001,3,2,2,322,Potential Customer
15800,107.0,246.0,2,696.8899999999999,3,3,2,332,Need More Treatment
15801,46.0,109.0,3,1042.19,2,2,2,222,Normal Customer
15803,51.0,51.0,1,415.82,3,4,3,343,Need More Treatment
15804,0.0,198.0,13,3871.95,1,1,1,111,Best Customer
15805,23.0,364.0,17,5420.23,2,1,1,211,Potential Big Spender
15806,46.0,276.0,3,784.5799999999999,2,2,2,222,Normal Customer
15807,50.0,77.0,3,903.8999999999999,2,2,2,222,Normal Customer
15808,306.0,369.0,4,3648.7200000000003,4,2,1,421,Potential Big Spender
15809,36.0,302.0,5,414.51000000000005,2,2,3,223,Potential Customer
15810,78.0,296.0,4,1275.52,3,2,2,322,Potential Customer
15811,22.0,365.0,6,2179.27,2,1,1,211,Potential Big Spender
15812,107.0,317.0,5,1801.1400000000003,3,2,1,321,Potential Big Spender
15813,207.0,239.0,2,1303.91,4,3,2,432,Need More Treatment
15814,16.0,50.0,4,1919.2300000000005,1,2,1,121,Potential Big Spender
15815,63.0,259.0,5,2100.6,3,2,1,321,Potential Big Spender
15819,49.0,276.0,4,1905.4499999999998,2,2,1,221,Potential Big Spender
15820,319.0,319.0,1,206.98000000000002,4,4,4,444,Lost Cheap Customer
15821,44.0,61.0,2,570.96,2,3,3,233,Need More Treatment
15822,3.0,359.0,2,885.47,1,3,2,132,Need More Treatment
15825,172.0,172.0,1,532.94,4,4,3,443,Need More Treatment
15826,56.0,210.0,3,1649.3600000000001,3,2,1,321,Potential Big Spender
15827,73.0,372.0,14,1738.4900000000002,3,1,1,311,Almost Lost Customer
15829,99.0,140.0,2,636.1400000000001,3,3,3,333,Need More Treatment
15830,37.0,37.0,1,547.7,2,4,3,243,Need More Treatment
15831,58.0,324.0,3,794.6400000000001,3,2,2,322,Potential Customer
15832,254.0,254.0,1,836.7899999999998,4,4,2,442,Need More Treatment
15834,70.0,277.0,4,2097.6499999999996,3,2,1,321,Potential Big Spender
15835,44.0,330.0,4,954.0899999999999,2,2,2,222,Normal Customer
15836,50.0,50.0,1,117.47000000000001,2,4,4,244,Need More Treatment
15837,64.0,64.0,1,391.97999999999996,3,4,3,343,Need More Treatment
15838,11.0,367.0,19,33643.079999999994,1,1,1,111,Best Customer
15839,33.0,148.0,3,1048.4900000000002,2,2,2,222,Normal Customer
15840,58.0,172.0,2,345.65999999999997,3,3,3,333,Need More Treatment
15841,72.0,338.0,4,1211.6,3,2,2,322,Potential Customer
15843,303.0,303.0,1,118.95,4,4,4,444,Lost Cheap Customer
15844,46.0,46.0,1,130.74,2,4,4,244,Need More Treatment
15845,17.0,337.0,8,3650.8700000000003,1,1,1,111,Best Customer
15847,38.0,288.0,2,389.2699999999999,2,3,3,233,Need More Treatment
15850,19.0,168.0,2,234.88000000000005,2,3,4,234,Need More Treatment
15852,186.0,197.0,2,160.71,4,3,4,434,Need More Treatment
15853,51.0,51.0,1,110.80000000000001,3,4,4,344,Need More Treatment
15854,4.0,361.0,12,2969.12,1,1,1,111,Best Customer
15855,136.0,263.0,5,712.24,3,2,2,322,Potential Customer
15856,4.0,365.0,27,16100.230000000003,1,1,1,111,Best Customer
15857,18.0,18.0,1,297.0,2,4,4,244,Need More Treatment
15858,15.0,367.0,5,1427.5700000000002,1,2,2,122,Potential Customer
15860,40.0,368.0,8,965.16,2,1,2,212,Potential Customer
15861,12.0,267.0,8,2981.92,1,1,1,111,Best Customer
15862,8.0,373.0,4,832.8799999999999,1,2,2,122,Potential Customer
15863,25.0,192.0,2,68.84,2,3,4,234,Need More Treatment
15864,22.0,316.0,6,1769.7800000000002,2,1,1,211,Potential Big Spender
15865,40.0,213.0,3,895.1299999999999,2,2,2,222,Normal Customer
15866,101.0,101.0,1,211.88999999999996,3,4,4,344,Need More Treatment
15867,5.0,369.0,15,3801.5,1,1,1,111,Best Customer
15869,277.0,277.0,2,149.64,4,3,4,434,Need More Treatment
15870,32.0,32.0,1,351.4399999999998,2,4,3,243,Need More Treatment
15872,14.0,14.0,2,316.25,1,3,3,133,Need More Treatment
15874,63.0,284.0,7,4402.93,3,1,1,311,Almost Lost Customer
15877,1.0,17.0,2,437.83000000000004,1,3,3,133,Need More Treatment
15880,369.0,369.0,1,299.0299999999999,4,4,3,443,Need More Treatment
15881,312.0,364.0,5,479.03999999999996,4,2,3,423,Potential Customer
15882,198.0,368.0,4,493.0799999999999,4,2,3,423,Potential Customer
15883,2.0,33.0,2,396.4799999999999,1,3,3,133,Need More Treatment
15885,93.0,93.0,1,349.34999999999997,3,4,3,343,Need More Treatment
15886,60.0,60.0,1,181.09,3,4,4,344,Need More Treatment
15888,80.0,80.0,1,135.6,3,4,4,344,Need More Treatment
15889,156.0,369.0,2,400.76999999999987,4,3,3,433,Need More Treatment
15891,226.0,226.0,1,509.12999999999994,4,4,3,443,Need More Treatment
15894,253.0,369.0,2,257.59999999999997,4,3,4,434,Need More Treatment
15895,149.0,149.0,1,179.17,4,4,4,444,Lost Cheap Customer
15897,194.0,194.0,2,208.58999999999997,4,3,4,434,Need More Treatment
15898,1.0,368.0,5,1379.6300000000003,1,2,2,122,Potential Customer
15899,368.0,368.0,1,56.25,4,4,4,444,Lost Cheap Customer
15900,23.0,23.0,1,337.28,2,4,3,243,Need More Treatment
15901,16.0,154.0,3,349.75,1,2,3,123,Potential Customer
15903,9.0,295.0,7,5126.34,1,1,1,111,Best Customer
15904,8.0,8.0,1,164.67999999999998,1,4,4,144,Need More Treatment
15906,19.0,255.0,7,1567.6899999999998,2,1,2,212,Potential Customer
15907,3.0,210.0,3,881.8700000000001,1,2,2,122,Potential Customer
15909,173.0,173.0,1,191.93999999999997,4,4,4,444,Lost Cheap Customer
15910,0.0,316.0,8,1228.88,1,1,2,112,Need More Treatment
15912,178.0,233.0,2,264.62,4,3,4,434,Need More Treatment
15916,16.0,366.0,8,1484.31,1,1,2,112,Need More Treatment
15917,247.0,247.0,1,123.10000000000001,4,4,4,444,Lost Cheap Customer
15918,190.0,271.0,2,334.22999999999996,4,3,3,433,Need More Treatment
15919,19.0,368.0,2,525.69,2,3,3,233,Need More Treatment
15920,154.0,154.0,3,163.55,4,2,4,424,Potential Customer
15921,172.0,172.0,1,323.03000000000003,4,4,3,443,Need More Treatment
15922,373.0,373.0,1,363.6,4,4,3,443,Need More Treatment
15923,372.0,372.0,1,127.08000000000003,4,4,4,444,Lost Cheap Customer
15925,194.0,194.0,1,207.15,4,4,4,444,Lost Cheap Customer
15930,67.0,67.0,1,426.63000000000017,3,4,3,343,Need More Treatment
15932,4.0,289.0,8,2461.8500000000004,1,1,1,111,Best Customer
15933,21.0,86.0,3,1107.4599999999998,2,2,2,222,Normal Customer
15935,239.0,239.0,1,108.03999999999999,4,4,4,444,Lost Cheap Customer
15937,64.0,64.0,1,145.35,3,4,4,344,Need More Treatment
15938,112.0,323.0,5,404.58000000000004,3,2,3,323,Potential Customer
15939,89.0,331.0,14,6087.26,3,1,1,311,Almost Lost Customer
15940,311.0,311.0,1,35.8,4,4,4,444,Lost Cheap Customer
15942,133.0,133.0,1,337.43999999999994,3,4,3,343,Need More Treatment
15944,276.0,276.0,1,325.1,4,4,3,443,Need More Treatment
15945,365.0,365.0,1,181.0,4,4,4,444,Lost Cheap Customer
15947,82.0,82.0,1,1708.2400000000002,3,4,1,341,Need More Treatment
15948,8.0,43.0,2,955.24,1,3,2,132,Need More Treatment
15949,16.0,71.0,2,364.71999999999997,1,3,3,133,Need More Treatment
15950,31.0,359.0,4,1684.4599999999998,2,2,1,221,Potential Big Spender
15951,8.0,285.0,2,669.5699999999999,1,3,2,132,Need More Treatment
15952,33.0,225.0,4,781.9100000000001,2,2,2,222,Normal Customer
15953,15.0,369.0,8,1655.58,1,1,1,111,Best Customer
15955,24.0,372.0,14,4389.81,2,1,1,211,Potential Big Spender
15957,31.0,31.0,1,428.88999999999993,2,4,3,243,Need More Treatment
15958,74.0,74.0,1,104.35,3,4,4,344,Need More Treatment
15963,19.0,45.0,2,470.76,2,3,3,233,Need More Treatment
15965,17.0,367.0,4,808.8699999999999,1,2,2,122,Potential Customer
15967,23.0,318.0,2,397.68000000000006,2,3,3,233,Need More Treatment
15969,2.0,185.0,3,582.9,1,2,3,123,Potential Customer
15970,303.0,303.0,1,314.1,4,4,3,443,Need More Treatment
15971,17.0,311.0,12,4194.9,1,1,1,111,Best Customer
15973,366.0,366.0,1,296.87,4,4,4,444,Lost Cheap Customer
15974,39.0,288.0,7,3429.5499999999997,2,1,1,211,Potential Big Spender
15975,84.0,84.0,1,371.01,3,4,3,343,Need More Treatment
15976,165.0,220.0,2,427.63999999999993,4,3,3,433,Need More Treatment
15977,17.0,39.0,2,1054.73,1,3,2,132,Need More Treatment
15978,77.0,77.0,1,1098.7800000000002,3,4,2,342,Need More Treatment
15980,88.0,254.0,3,2398.86,3,2,1,321,Potential Big Spender
15981,24.0,311.0,8,3408.4799999999996,2,1,1,211,Potential Big Spender
15983,22.0,373.0,4,1465.12,2,2,2,222,Normal Customer
15984,2.0,368.0,10,2762.88,1,1,1,111,Best Customer
